350,250,-260,350,-250,-260,-350,325,-260,-350,-325,-260
350,250,-110,350,-250,-260,-350,325,-260,-350,-325,-260
350,400,-110,350,-250,-260,-350,325,-260,-350,-325,-260
350,400,-260,350,-250,-260,-350,325,-260,-350,-325,-260
350,325,-260,350,-325,-260,-350,250,-260,-350,-400,-260
350,325,-260,350,-325,-260,-350,250,-260,-350,-400,-110
350,325,-260,350,-325,-260,-350,250,-260,-350,-250,-110
350,325,-260,350,-325,-260,-350,250,-260,-350,-250,-260
350,325,-260,350,-325,-260,-350,250,-110,-350,-250,-260
350,325,-260,350,-325,-260,-350,400,-110,-350,-250,-260
350,325,-260,350,-325,-260,-350,400,-260,-350,-250,-260
350,250,-260,350,-400,-260,-350,325,-260,-350,-325,-260
350,250,-260,350,-400,-110,-350,325,-260,-350,-325,-260
350,250,-260,350,-250,-110,-350,325,-260,-350,-325,-260
350,250,-260,350,-250,-260,-350,325,-260,-350,-325,-260
